Cabo_de_San_Antonio,21.866667,275.04999
La_Palma,22.766666,276.45001
Paso_Real_de_San_Diego,22.549999,276.70001
Pinar_del_Rio,22.3825,276.315
Bahia_Honda,22.916666,276.83334
Guira_de_Melena,22.783333,277.48334
Batabano,22.716667,277.71667
Bainoa,23.033333,278.08334
Santa_Fe,21.733334,277.25
Punta_del_Este,21.562979,277.44363
Casablanca,23.166666,277.64999
Santiago_de_las_Vegas,22.966667,277.61667
