0,-74.13,20.19
1,-74.13,20.2
2,-74.13,20.21
3,-74.13,20.22
4,-74.13,20.22
5,-74.13,20.22
6,-74.13,20.23
7,-74.13,20.24
8,-74.13,20.24
9,-74.14,20.25
10,-74.14,20.25
11,-74.14,20.25
12,-74.15,20.26
13,-74.15,20.26
14,-74.16,20.26
15,-74.16,20.27
16,-74.17,20.27
17,-74.17,20.27
18,-74.17,20.27
19,-74.18,20.28
20,-74.18,20.28
21,-74.19,20.28
22,-74.19,20.29
23,-74.19,20.29
24,-74.2,20.29
25,-74.2,20.3
26,-74.21,20.3
27,-74.21,20.3
28,-74.21,20.31
29,-74.22,20.31
30,-74.22,20.31
31,-74.23,20.31
32,-74.24,20.31
33,-74.24,20.31
34,-74.25,20.31
35,-74.26,20.31
36,-74.26,20.31
37,-74.27,20.31
38,-74.27,20.31
39,-74.28,20.3
40,-74.28,20.3
41,-74.28,20.3
42,-74.29,20.29
43,-74.29,20.29
44,-74.3,20.29
45,-74.3,20.29
46,-74.31,20.29
47,-74.32,20.29
48,-74.32,20.29
49,-74.33,20.29
50,-74.34,20.29
51,-74.34,20.29
52,-74.34,20.29
53,-74.35,20.29
54,-74.36,20.29
55,-74.36,20.29
56,-74.37,20.29
57,-74.38,20.29
58,-74.38,20.29
59,-74.38,20.28
60,-74.39,20.28
61,-74.39,20.28
62,-74.39,20.29
63,-74.39,20.29
64,-74.39,20.3
65,-74.4,20.3
66,-74.4,20.3
67,-74.41,20.31
68,-74.41,20.31
69,-74.42,20.31
70,-74.42,20.31
71,-74.42,20.32
72,-74.43,20.32
73,-74.43,20.33
74,-74.43,20.33
75,-74.44,20.33
76,-74.44,20.34
77,-74.45,20.34
78,-74.45,20.34
79,-74.46,20.34
80,-74.46,20.34
81,-74.47,20.34
82,-74.47,20.34
83,-74.48,20.34
84,-74.48,20.34
85,-74.49,20.34
86,-74.5,20.35
87,-74.5,20.35
88,-74.5,20.35
89,-74.51,20.36
90,-74.51,20.36
91,-74.51,20.37
92,-74.52,20.37
93,-74.52,20.37
94,-74.52,20.38
95,-74.53,20.38
96,-74.53,20.38
97,-74.53,20.39
98,-74.54,20.39
99,-74.54,20.39
100,-74.54,20.4
101,-74.54,20.4
102,-74.54,20.41
103,-74.55,20.41
104,-74.55,20.42
105,-74.56,20.42
106,-74.56,20.42
107,-74.57,20.42
108,-74.57,20.43
109,-74.57,20.43
110,-74.58,20.44
111,-74.58,20.44
112,-74.58,20.45
113,-74.57,20.45
114,-74.58,20.46
115,-74.58,20.46
116,-74.58,20.46
117,-74.59,20.47
118,-74.59,20.47
119,-74.59,20.47
120,-74.6,20.48
121,-74.6,20.48
122,-74.61,20.48
123,-74.61,20.49
124,-74.62,20.49
125,-74.62,20.49
126,-74.63,20.49
127,-74.63,20.5
128,-74.63,20.5
129,-74.63,20.51
130,-74.64,20.51
131,-74.64,20.51
132,-74.65,20.51
133,-74.66,20.52
134,-74.66,20.51
135,-74.66,20.51
136,-74.66,20.51
137,-74.67,20.51
138,-74.67,20.52
139,-74.67,20.52
140,-74.68,20.52
141,-74.67,20.53
142,-74.67,20.53
143,-74.67,20.53
144,-74.68,20.54
145,-74.68,20.54
146,-74.69,20.54
147,-74.7,20.54
148,-74.7,20.54
149,-74.7,20.54
150,-74.71,20.55
151,-74.71,20.55
152,-74.72,20.55
153,-74.72,20.55
154,-74.73,20.55
155,-74.73,20.56
156,-74.73,20.56
157,-74.73,20.57
158,-74.73,20.57
159,-74.74,20.58
160,-74.74,20.58
161,-74.74,20.59
162,-74.75,20.59
163,-74.74,20.59
164,-74.74,20.6
165,-74.73,20.6
166,-74.73,20.6
167,-74.74,20.61
168,-74.74,20.61
169,-74.75,20.61
170,-74.75,20.61
171,-74.76,20.61
172,-74.76,20.62
173,-74.77,20.62
174,-74.78,20.62
175,-74.78,20.62
176,-74.79,20.62
177,-74.8,20.62
178,-74.81,20.62
179,-74.81,20.62
180,-74.82,20.62
181,-74.83,20.62
182,-74.83,20.62
183,-74.84,20.62
184,-74.85,20.62
185,-74.85,20.62
186,-74.86,20.62
187,-74.86,20.63
188,-74.87,20.63
189,-74.87,20.64
190,-74.87,20.64
191,-74.88,20.64
192,-74.88,20.64
193,-74.89,20.65
194,-74.89,20.65
195,-74.89,20.66
196,-74.9,20.66
197,-74.9,20.66
198,-74.91,20.66
199,-74.91,20.66
200,-74.92,20.66
201,-74.92,20.66
202,-74.93,20.66
203,-74.93,20.66
204,-74.94,20.67
205,-74.94,20.67
206,-74.95,20.67
207,-74.95,20.68
208,-74.95,20.68
209,-74.96,20.68
210,-74.96,20.68
211,-74.97,20.68
212,-74.97,20.69
213,-74.98,20.69
214,-74.99,20.69
215,-74.99,20.69
216,-75,20.69
217,-75,20.69
218,-75.01,20.69
219,-75.01,20.69
220,-75.02,20.69
221,-75.02,20.69
222,-75.03,20.69
223,-75.03,20.69
224,-75.04,20.69
225,-75.04,20.68
226,-75.05,20.68
227,-75.05,20.68
228,-75.06,20.68
229,-75.06,20.68
230,-75.07,20.68
231,-75.07,20.68
232,-75.06,20.67
233,-75.06,20.67
234,-75.06,20.67
235,-75.07,20.66
236,-75.07,20.66
237,-75.08,20.67
238,-75.08,20.67
239,-75.08,20.67
240,-75.09,20.68
241,-75.09,20.67
242,-75.09,20.67
243,-75.09,20.66
244,-75.1,20.66
245,-75.1,20.66
246,-75.1,20.67
247,-75.11,20.67
248,-75.11,20.67
249,-75.11,20.68
250,-75.11,20.68
251,-75.12,20.69
252,-75.12,20.68
253,-75.13,20.68
254,-75.13,20.68
255,-75.14,20.68
256,-75.14,20.67
257,-75.14,20.67
258,-75.15,20.67
259,-75.15,20.67
260,-75.15,20.68
261,-75.15,20.68
262,-75.16,20.69
263,-75.16,20.68
264,-75.16,20.68
265,-75.17,20.68
266,-75.17,20.68
267,-75.18,20.68
268,-75.19,20.69
269,-75.19,20.69
270,-75.18,20.69
271,-75.18,20.69
272,-75.17,20.69
273,-75.17,20.7
274,-75.17,20.7
275,-75.18,20.7
276,-75.19,20.7
277,-75.19,20.7
278,-75.2,20.71
279,-75.2,20.71
280,-75.21,20.71
281,-75.21,20.71
282,-75.22,20.72
283,-75.22,20.72
284,-75.23,20.72
285,-75.24,20.72
286,-75.24,20.72
287,-75.25,20.71
288,-75.25,20.71
289,-75.25,20.71
290,-75.26,20.71
291,-75.26,20.71
292,-75.27,20.71
293,-75.28,20.71
294,-75.28,20.71
295,-75.29,20.71
296,-75.29,20.71
297,-75.3,20.71
298,-75.3,20.71
299,-75.31,20.71
300,-75.31,20.71
301,-75.32,20.71
302,-75.32,20.71
303,-75.33,20.7
304,-75.32,20.7
305,-75.31,20.7
306,-75.31,20.69
307,-75.31,20.69
308,-75.3,20.69
309,-75.3,20.68
310,-75.29,20.68
311,-75.28,20.68
312,-75.28,20.68
313,-75.27,20.68
314,-75.27,20.67
315,-75.27,20.67
316,-75.26,20.67
317,-75.26,20.67
318,-75.25,20.66
319,-75.26,20.66
320,-75.26,20.66
321,-75.27,20.66
322,-75.28,20.66
323,-75.28,20.66
324,-75.29,20.66
325,-75.29,20.66
326,-75.3,20.66
327,-75.31,20.66
328,-75.31,20.66
329,-75.32,20.66
330,-75.32,20.66
