nombre,wind[m/s],wind_up[m/s],wind_down[m/s]
Guira_de_Melena, 34.314, 0.0, 0.0
Santiago_de_las_Vegas, 33.0373, 0.0, 0.0
Bainoa, 32.1077, 0.0, 0.0
Casablanca, 32.6409, 0.0, 0.0
La_Palma, 34.0609, 0.0, 0.0
Paso_Real_de_San_Diego, 35.0716, 0.0, 0.0
Batabano, 34.7041, 0.0, 0.0
Santa_Fe, 39.7125, 0.0, 0.0
Pinar_del_Rio, 35.4201, 0.0, 0.0
Bahia_Honda, 34.0794, 0.0, 0.0
Cabo_de_San_Antonio, 35.7813, 0.0, 0.0
Punta_del_Este, 40.9822, 0.0, 0.0
