nombre,wind[m/s],wind_up[m/s],wind_down[m/s]
Guira_de_Melena, 48.0805, 0.0, 0.0
Santiago_de_las_Vegas, 46.4437, 0.0, 0.0
Bainoa, 45.2509, 0.0, 0.0
Casablanca, 45.7889, 0.0, 0.0
La_Palma, 47.4226, 0.0, 0.0
Paso_Real_de_San_Diego, 48.8364, 0.0, 0.0
Batabano, 48.6209, 0.0, 0.0
Santa_Fe, 54.9089, 0.0, 0.0
Pinar_del_Rio, 49.1167, 0.0, 0.0
Bahia_Honda, 47.5163, 0.0, 0.0
Cabo_de_San_Antonio, 49.8246, 0.0, 0.0
Punta_del_Este, 56.5278, 0.0, 0.0
