nombre,wind[m/s],wind_up[m/s],wind_down[m/s]
Guira_de_Melena, 52.6791, 0.0, 0.0
Santiago_de_las_Vegas, 50.9441, 0.0, 0.0
Bainoa, 49.6794, 0.0, 0.0
Casablanca, 50.1958, 0.0, 0.0
La_Palma, 51.8567, 0.0, 0.0
Paso_Real_de_San_Diego, 53.3989, 0.0, 0.0
Batabano, 53.2666, 0.0, 0.0
Santa_Fe, 59.8857, 0.0, 0.0
Pinar_del_Rio, 53.6361, 0.0, 0.0
Bahia_Honda, 51.9824, 0.0, 0.0
Cabo_de_San_Antonio, 54.477, 0.0, 0.0
Punta_del_Este, 61.5997, 0.0, 0.0
