nombre,wind[m/s],wind_up[m/s],wind_down[m/s]
Guira_de_Melena, 12.026, 0.0, 0.0
Santiago_de_las_Vegas, 11.489, 0.0, 0.0
Bainoa, 11.0974, 0.0, 0.0
Casablanca, 11.4591, 0.0, 0.0
La_Palma, 12.2171, 0.0, 0.0
Paso_Real_de_San_Diego, 12.5308, 0.0, 0.0
Batabano, 12.15, 0.0, 0.0
Santa_Fe, 14.384, 0.0, 0.0
Pinar_del_Rio, 12.8409, 0.0, 0.0
Bahia_Honda, 12.1637, 0.0, 0.0
Cabo_de_San_Antonio, 12.7669, 0.0, 0.0
Punta_del_Este, 14.9273, 0.0, 0.0
