nombre,wind[m/s],wind_up[m/s],wind_down[m/s]
Guira_de_Melena, 61.1674, 0.0, 0.0
Santiago_de_las_Vegas, 59.2892, 0.0, 0.0
Bainoa, 57.9194, 0.0, 0.0
Casablanca, 58.3554, 0.0, 0.0
La_Palma, 59.9912, 0.0, 0.0
Paso_Real_de_San_Diego, 61.7604, 0.0, 0.0
Batabano, 61.8363, 0.0, 0.0
Santa_Fe, 68.9058, 0.0, 0.0
Pinar_del_Rio, 61.8838, 0.0, 0.0
Bahia_Honda, 60.1878, 0.0, 0.0
Cabo_de_San_Antonio, 62.9991, 0.0, 0.0
Punta_del_Este, 70.7602, 0.0, 0.0
