nombre,wind[m/s],wind_up[m/s],wind_down[m/s]
Guira_de_Melena, 64.0635, 0.0, 0.0
Santiago_de_las_Vegas, 62.1503, 0.0, 0.0
Bainoa, 60.7548, 0.0, 0.0
Casablanca, 61.1487, 0.0, 0.0
La_Palma, 62.7488, 0.0, 0.0
Paso_Real_de_San_Diego, 64.5917, 0.0, 0.0
Batabano, 64.7584, 0.0, 0.0
Santa_Fe, 71.9243, 0.0, 0.0
Pinar_del_Rio, 64.6642, 0.0, 0.0
Bahia_Honda, 62.9737, 0.0, 0.0
Cabo_de_San_Antonio, 65.8833, 0.0, 0.0
Punta_del_Este, 73.8144, 0.0, 0.0
